"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2019-7437-8/07/2020","02",0,"WA","Motor Cars - Sedan","2001","West","Male","039","WA","C ","Full","Not Towing","Overtaking - on Right","001","5112",,
"2019-7438-8/07/2020","01",0,"SA","Motor Cars - Sedan","2009","East","Female","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5108",,
"2019-7438-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7439-8/07/2020","01",0,,"Pedal Cycle",,"South West","Male","067",,,,,"Right Turn","001","5211",,
"2019-7439-8/07/2020","02",0,"UNKNOWN","OMNIBUS","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2019-7440-8/07/2020","01",0,"SA","Motor Cars - Sedan","1999","East","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5010",,
"2019-7440-8/07/2020","02",0,"QLD","Station Wagon","1992","West",,,,,,"Unknown","Parked","000",,,
"2019-7440-8/07/2020","03",0,"SA","Motor Cars - Sedan","2006","East",,,,,,"Unknown","Parked","000",,,
"2019-7441-8/07/2020","01",0,"SA","Motor Cars - Sedan","2001","North East","Female","064","SA","C ","Full","Not Towing","Straight Ahead","001","5113",,
"2019-7441-8/07/2020","02",0,"SA","Panel Van","2007","North East","Unknown","XXX","SA","C ","Full","Not Towing","Swerving","001","5016",,
"2019-7442-8/07/2020","01",0,"SA","Station Wagon","2016","South West","Female","063","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2019-7442-8/07/2020","02",0,"SA","Station Wagon","2009","North East","Female","029","SA","C ","Full","Not Towing","Right Turn","001","5037",,
"2019-7443-8/07/2020","01",1,"SA","Motor Cars - Sedan","2000","South West","Female","026","SA","C ","Full","Not Towing","Straight Ahead","001","5201",,
"2019-7443-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-7444-8/07/2020","01",1,"SA","Motor Cars - Sedan","2017","South West","Female","052","SA","C ","Full","Not Towing","Straight Ahead","002","5114",,
"2019-7444-8/07/2020","02",0,"SA","Station Wagon","2017","North West","Male","025","SA","C ","Full","Not Towing","Straight Ahead","001","5047",,
"2019-7445-8/07/2020","01",1,,"Pedal Cycle",,"South","Male","042",,,,,"Straight Ahead","001","5245",,
"2019-7445-8/07/2020","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2019-7446-8/07/2020","01",1,"SA","Station Wagon","2017","North East","Female","047","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5043",,
"2019-7446-8/07/2020","02",0,"SA","Station Wagon","2009","North East","Male","056","SA","HC","Full","Not Towing","Left Turn","001","5112",,
"2019-7447-8/07/2020","01",0,"SA","Taxi Cab","2017","East","Male","051","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2019-7447-8/07/2020","02",0,"SA","Motor Cars - Sedan","2008","South","Female","074","SA","C ","Full","Not Towing","Right Turn","001","5024",,
"2019-7448-8/07/2020","01",0,"SA","Utility","2006","North","Female","048","SA","C ","Full","Not Towing","Right Turn","001","5038",,
"2019-7448-8/07/2020","02",1,,"Pedal Cycle",,"South","Male","024",,,,,"Straight Ahead","001","5032",,
"2019-7449-8/07/2020","01",3,"SA","Utility","2017","North East","Male","022","SA","C ","Full","Boat","Right Turn","005","5096",,
"2019-7449-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7450-8/07/2020","01",2,"NSW","Station Wagon","XXXX","South","Female","067","NSW","C ","Full","Boat","Straight Ahead","002","2289","Y",
"2019-7451-8/07/2020","01",0,"SA","Station Wagon","2003","South","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5252",,
"2019-7451-8/07/2020","02",1,,"Pedal Cycle",,"North","Female","020",,,,,"Right Turn","001","5037",,
"2019-7452-8/07/2020","01",0,"SA","Motor Cars - Sedan","2015","North","Female","047","SA","C ","Full","Not Towing","Straight Ahead","002","5043",,
"2019-7452-8/07/2020","02",0,"SA","Motor Cars - Sedan","1996","West","Male","063","SA","C ","Full","Not Towing","Right Turn","001","5082",,
"2019-7453-8/07/2020","01",1,"SA","Station Wagon","2010","South East","Female","044","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5019",,
"2019-7453-8/07/2020","02",0,"SA","Motor Cars - Sedan","2006","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2019-7454-8/07/2020","01",0,,"Pedal Cycle",,"West","Male","036",,,,,"Overtaking - on Left","001","5062",,
"2019-7454-8/07/2020","02",0,"SA","Utility","2015","West","Male","075","SA","C ","Full","Not Towing","Left Turn","002","5152",,
"2019-7455-8/07/2020","01",1,"SA","Station Wagon","1990","South East","Male","052","SA","C ","Full","Not Towing","Straight Ahead","004","5280",,
"2019-7455-8/07/2020","02",0,"VIC","Motor Cars - Sedan","2014","South West","Male","076","VIC","HR","Full","Not Towing","Right Turn","002","3280",,
"2019-7456-8/07/2020","01",0,"SA","Other Defined Special Vehicle","2010","North","Male","058","SA","HR","Full","Not Towing","Straight Ahead","001","5109",,
"2019-7456-8/07/2020","02",0,"SA","Panel Van","2018","North",,,,,,"Unknown","Parked","000",,,
"2019-7456-8/07/2020","03",0,"SA","Motor Cars - Sedan","2009","South",,,,,,"Unknown","Parked","000",,,
"2019-7457-8/07/2020","01",0,"SA","Station Wagon","2012","South","Female","028","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","5049",,
"2019-7457-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2019-7457-8/07/2020","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2019-7458-8/07/2020","01",1,"SA","Motor Cars - Sedan","2018","East","Male","085","SA","C ","Full","Not Towing","Straight Ahead","001","5074",,
"2019-7458-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7459-8/07/2020","01",0,"SA","Motor Cars - Sedan","2014","North East","Female","066","SA","C ","Full","Not Towing","Straight Ahead","001","5330",,
"2019-7459-8/07/2020","02",0,"SA","Utility","2006","North West","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5330",,
"2019-7460-8/07/2020","01",0,"SA","Motor Cars - Sedan","2002","West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2019-7460-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7461-8/07/2020","01",0,"SA","Station Wagon","2019","East","Male","051","SA","C ","Full","Not Towing","Right Turn","001","5576",,
"2019-7461-8/07/2020","02",0,"SA","Motor Cars - Sedan","2009","West","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","003","5096",,
"2019-7462-8/07/2020","01",0,"SA","Motor Cars - Sedan","2001","North East","Male","047","SA","MRR ","Full","Not Towing","Straight Ahead","001","5118",,
"2019-7462-8/07/2020","02",0,"SA","Motor Cars - Sedan","2009","South East","Male","045","SA","C ","Full","Not Towing","Right Turn","002","5113",,
"2019-7463-8/07/2020","01",0,"SA","Station Wagon","2016","South East","Male","021","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5015",,
"2019-7463-8/07/2020","02",0,"SA","Motor Cars - Sedan","2003","South East","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5251",,
"2019-7464-8/07/2020","01",0,"SA","Motor Cars - Sedan","2007","North East","Female","065","SA","C ","Full","Not Towing","Straight Ahead","002","5089",,
"2019-7464-8/07/2020","02",0,,"Pedestrian on Road",,"South East","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2019-7465-8/07/2020","01",1,,"Pedestrian on Road",,"North West","Male","061",,,,,"Crossing without Control",,"5086",,
"2019-7465-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-7466-8/07/2020","01",0,"SA","Panel Van","1993","West","Male","054","SA","C ","Full","Not Towing","Straight Ahead","002","5023",,
"2019-7466-8/07/2020","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2019-7466-8/07/2020","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7467-8/07/2020","01",0,"SA","Motor Cars - Sedan","2016","North","Male","025","SA","C ","Full","Not Towing","Straight Ahead","001","5214",,
"2019-7467-8/07/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-7468-8/07/2020","01",0,"SA","Motor Cars - Sedan","2010","South East","Male","042","SA","C ","Full","Not Towing","Straight Ahead","001","5065",,
"2019-7468-8/07/2020","02",0,"SA","Station Wagon","2004","North West","Female","067","SA","C ","Full","Not Towing","Straight Ahead","002","5081",,
"2019-7469-8/07/2020","01",0,"SA","Utility","2006","North East","Male","034","SA","C ","Full","Not Towing","Straight Ahead","002","5118",,
"2019-7469-8/07/2020","02",0,"SA","Motor Cars - Sedan","2002","South East","Male","037","SA","C ","Full","Not Towing","Right Turn","001","5350",,
"2019-7470-8/07/2020","01",0,"SA","Station Wagon","2012","North East","Male","052","SA","C ","Full","Not Towing","Straight Ahead","001","5022",,
"2019-7470-8/07/2020","02",0,"SA","Motor Cars - Sedan","2007","South East","Female","034","SA","C ","Full","Not Towing","Right Turn","001","5019",,
"2019-7471-8/07/2020","01",0,"SA","Motor Cars - Sedan","2003","South","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5085",,
"2019-7471-8/07/2020","02",0,"SA","Motor Cars - Sedan","2013","South","Male","046","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5065",,
"2019-7472-8/07/2020","01",0,"SA","Motor Cars - Sedan","1994","North West","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5252",,
"2019-7472-8/07/2020","02",0,"SA","SEMI TRAILER","2015","North West","Male","060","SA","MC","Full","Trailer","Straight Ahead","001","5253",,
"2019-7473-8/07/2020","01",0,"SA","Motor Cars - Sedan","2004","West","Male","051","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5540",,
"2019-7473-8/07/2020","02",0,"SA","Station Wagon","2015","North","Female","044","SA","LR","Full","Not Towing","Straight Ahead","001","5540",,
"2019-7474-8/07/2020","01",0,"SA","Motor Cars - Sedan","2013","South East","Female","055","SA","C ","Full","Not Towing","Straight Ahead","001","5351",,
"2019-7474-8/07/2020","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2019-7475-8/07/2020","01",3,"SA","Motor Cars - Sedan","2010","North","Female","027","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","003","5066",,
"2019-7475-8/07/2020","02",0,"SA","Station Wagon","2001","North","Female","055","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5161",,
"2019-7475-8/07/2020","03",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","North","Male","064","SA","HRR ","Full","Not Towing","Stopped on Carriageway","001","5164",,
"2019-7476-8/07/2020","01",1,"SA","Utility","1997","South West","Male","043","SA","MR","Full","Not Towing","Stopped on Carriageway","001","5084",,
"2019-7476-8/07/2020","02",0,"SA","Station Wagon","2013","South West","Male","050","SA","C ","Full","Not Towing","Straight Ahead","002","5076",,
"2019-7477-8/07/2020","01",1,"SA","Station Wagon","2011","South East","Male","074","SA","LR","Full","Not Towing","Stopped on Carriageway","002","5501",,
"2019-7477-8/07/2020","02",0,"SA","Utility","2013","South East","Female","038","SA","C ","Full","Not Towing","Left Turn","002","5114",,
"2019-7478-8/07/2020","01",1,"SA","Station Wagon","2017","South","Male","081","SA","C ","Full","Not Towing","Right Turn","001","5038",,
"2019-7478-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-7478-8/07/2020","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7479-8/07/2020","01",0,"SA","Motor Cars - Sedan","2012","South East","Female","057","SA","C ","Full","Not Towing","Straight Ahead","001","5083",,
"2019-7479-8/07/2020","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-7480-8/07/2020","01",1,"SA","Motor Cars - Sedan","2006","West","Female","052","SA","C ","Full","Not Towing","Leaving Private Driveway","002","5125",,
"2019-7480-8/07/2020","02",0,"SA","Station Wagon","2004","North",,,,,,"Not Towing","Parked","000",,,
"2019-7481-8/07/2020","01",0,"SA","Utility","2011","East","Male","042","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5024",,
"2019-7481-8/07/2020","02",0,,"Pedal Cycle",,"South","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2019-7482-8/07/2020","01",0,"SA","Station Wagon","2006","East","Male","028","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5098",,
"2019-7482-8/07/2020","02",0,"SA","Station Wagon","2014","East",,,,,,"Not Towing","Parked","000",,,
"2019-7482-8/07/2020","03",0,,"Tree",,,,,,,,,,,,,
"2019-7483-8/07/2020","01",1,"SA","Motor Cars - Sedan","2003","North West","Female","048","SA","C ","Full","Not Towing","Straight Ahead","001","5540",,
"2019-7483-8/07/2020","02",0,"SA","Utility","2010","North West","Male","056","SA","HRR ","Full","Not Towing","Entering Private Driveway","001","5540",,
"2019-7484-8/07/2020","01",0,"SA","OMNIBUS","2019","West","Male","064","SA","HR","Full","Not Towing","Right Turn","010","5251",,
"2019-7484-8/07/2020","02",0,"SA","Station Wagon","1999","East","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5049",,
"2019-7484-8/07/2020","03",0,"SA","Motor Cars - Sedan","2003","West","Male","040","SA","C R ","Full","Not Towing","Stopped on Carriageway","002","5201",,
"2019-7485-8/07/2020","01",0,"SA","Motor Cars - Sedan","2005","North","Female","035","SA","C ","Full","Not Towing","Left Turn","002","5086",,
"2019-7485-8/07/2020","02",0,"SA","Motor Cars - Sedan","2015","North","Male","052","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5015",,
"2019-7486-8/07/2020","01",1,"SA","Motor Cars - Sedan","2010","South West","Female","020","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5351",,
"2019-7486-8/07/2020","02",0,"SA","Motor Cars - Sedan","2010","South West","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2019-7487-8/07/2020","01",0,"SA","Motor Cars - Sedan","2016","North","Male","037","SA","C ","Full","Not Towing","Straight Ahead","002","5256",,
"2019-7487-8/07/2020","02",0,"SA","Station Wagon","2015","North","Male","018","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5066",,
"2019-7488-8/07/2020","01",0,"SA","Station Wagon","2017","South West","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5355",,
"2019-7488-8/07/2020","02",0,,"Pedal Cycle",,"South West","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2019-7489-8/07/2020","01",0,"SA","Panel Van","2012","North East","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5255",,
"2019-7489-8/07/2020","02",0,"SA","Station Wagon","2014","North East","Female","058","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5153",,
"2019-7490-8/07/2020","01",0,,"Pedal Cycle",,"East","Male","052",,,,,"Straight Ahead","001","5072",,
"2019-7490-8/07/2020","02",0,"SA","Station Wagon","2018","East","Female","021","SA","C ","Full","Not Towing","Entering Private Driveway","003","5126",,
"2019-7491-8/07/2020","01",0,"SA","Motor Cars - Sedan","2000","South","Male","032","SA","C ","Full","Trailer","Straight Ahead","001","5114",,
"2019-7491-8/07/2020","02",1,,"Pedestrian on Road",,"East","Male","XXX",,,,,"Crossing without Control",,"5252",,
"2019-7492-8/07/2020","01",0,"SA","Station Wagon","2018","North","Female","068","SA","C R ","Full","Not Towing","Right Turn","001","5050",,
"2019-7492-8/07/2020","02",0,"SA","Utility","2008","East","Male","036","SA","HRR ","Full","Not Towing","Straight Ahead","001","5571",,
"2019-7493-8/07/2020","01",1,"SA","Motor Cycle","2009","North East","Male","027","SA","C R ","Unlicenced","Not Towing","Straight Ahead","001","5291","Y",
"2019-7494-8/07/2020","01",0,"SA","Station Wagon","2006","West","Female","054","SA","C ","Full","Not Towing","Right Turn","002","5085",,
"2019-7494-8/07/2020","02",0,"SA","Utility","2016","North","Male","049","SA","C ","Full","Not Towing","Straight Ahead","002","5126",,
"2019-7495-8/07/2020","01",0,"SA","Panel Van","2003","South West","Male","025","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5086",,
"2019-7495-8/07/2020","02",1,"SA","Motor Cars - Sedan","2004","South West","Male","048","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2019-7495-8/07/2020","03",0,"SA","Motor Cars - Sedan","2010","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2019-7496-8/07/2020","01",0,"SA","Utility","2010","South West","Male","028","SA","C ","Full","Not Towing","Left Turn","001","5125",,
"2019-7496-8/07/2020","02",0,"SA","Utility","2004","South West","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5115",,
"2019-7497-8/07/2020","01",0,"SA","Motor Cars - Sedan","2009","South East","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5070",,
"2019-7497-8/07/2020","02",0,"SA","Motor Cars - Sedan","1993","South East","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5032",,
"2019-7497-8/07/2020","03",0,"SA","Motor Cars - Sedan","1990","South East","Male","056","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5014",,
"2019-7498-8/07/2020","01",0,"SA","Motor Cars - Sedan","2012","North West","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5371",,
"2019-7498-8/07/2020","02",0,"SA","Light Truck LT 4.5T","2012","North West","Female","034","SA","HRR ","Unlicenced","Not Towing","Straight Ahead","001","5110",,
"2019-7499-8/07/2020","01",0,,"Pedal Cycle",,"North","Female","052",,,,,"Straight Ahead","001","5000",,
"2019-7499-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-7500-8/07/2020","01",0,"SA","Utility","2005","North","Male","025","SA","C ","Probationary","Not Towing","Straight Ahead","001","5097",,
"2019-7500-8/07/2020","02",1,"SA","Motor Cars - Sedan","2010","North","Female","049","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5089",,
"2019-7500-8/07/2020","03",0,"SA","Motor Cars - Sedan","1996","North","Male","046","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5068",,
"2019-7501-8/07/2020","01",1,"SA","Motor Cars - Sedan","2004","South West","Female","083","SA","C R ","Full","Not Towing","Straight Ahead","002","5019",,
"2019-7501-8/07/2020","02",0,"SA","Utility","2005","South West","Male","061","SA","HC","Full","Not Towing","Straight Ahead","001","5013",,
"2019-7502-8/07/2020","01",2,"SA","Station Wagon","2001","North East","Female","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5113",,
"2019-7502-8/07/2020","02",0,"SA","Motor Cars - Sedan","1998","North East","Male","046","SA","C ","Unlicenced","Not Towing","Stopped on Carriageway","001","5108",,
"2019-7502-8/07/2020","03",0,"SA","Motor Cars - Sedan","2008","North East","Male","052","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5125",,
"2019-7503-8/07/2020","01",0,"SA","Utility","2017","North West","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5253",,
"2019-7503-8/07/2020","02",0,,"Guard Rail",,,,,,,,,,,,,
"2019-7504-8/07/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2015","West","Male","031","SA","HC","Full","Trailer","Stopped on Carriageway","001","5014",,
"2019-7504-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2019-7505-8/07/2020","01",1,"SA","Motor Cars - Sedan","2016","South West","Male","034","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5095",,
"2019-7505-8/07/2020","02",0,"UNKNOWN","Motor Cars - Sedan","1999","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-7506-8/07/2020","01",0,"SA","Station Wagon","2000","North West","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5038",,
"2019-7506-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7507-8/07/2020","01",0,"SA","Panel Van","2009","North","Male","063","SA","C ","Full","Not Towing","Right Turn","001","5048",,
"2019-7507-8/07/2020","02",1,"SA","Motor Cars - Sedan","2002","South","Female","019","O/S","C ","Full","Not Towing","Straight Ahead","002","5096",,
"2019-7508-8/07/2020","01",0,"SA","Motor Cars - Sedan","2004","North East","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5010",,
"2019-7508-8/07/2020","02",0,"SA","Utility","2015","North East","Male","029","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5125",,
"2019-7508-8/07/2020","03",0,"SA","Motor Cars - Sedan","2017","North East","Male","052","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5024",,
"2019-7508-8/07/2020","04",0,"SA","Motor Cars - Sedan","2010","North East","Female","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5023",,
"2019-7508-8/07/2020","05",0,"SA","OMNIBUS","2016","North East","Female","034","SA","LR","Unlicenced","Not Towing","Straight Ahead","001","5014",,
"2019-7509-8/07/2020","01",0,"SA","SEMI TRAILER","2014","North West","Male","042","SA","MC","Full",,"Straight Ahead","001","5086",,
"2019-7509-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2019-7510-8/07/2020","01",0,"SA","Motor Cars - Sedan","2019","North East","Male","037","SA","C ","Full","Not Towing","Right Turn","001","5088",,
"2019-7510-8/07/2020","02",0,"SA","Motor Cars - Sedan","2000","South West","Female","019","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5117",,
"2019-7511-8/07/2020","01",1,"SA","Motor Cars - Sedan","1997","South West","Male","024","SA","C ","Unlicenced","Not Towing","Overtaking - on Left","001","5204",,"Y"
"2019-7511-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-7512-8/07/2020","01",0,,"Pedal Cycle",,"West","Female","028",,,,,"Straight Ahead","001","5041",,
"2019-7512-8/07/2020","02",0,"SA","Station Wagon","2017","East","Male","025","SA","C ","Full","Not Towing","Right Turn","001","5033",,
"2019-7513-8/07/2020","01",1,"SA","Motor Cars - Sedan","2006","South West","Male","046","SA","C ","Full","Not Towing","Straight Ahead","001","5043","Y",
"2019-7514-8/07/2020","01",0,"SA","Motor Cars - Sedan","2013","West","Female","040","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2019-7514-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-7515-8/07/2020","01",1,"SA","Station Wagon","1999","South West","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5013","Y",
"2019-7516-8/07/2020","01",0,"SA","Station Wagon","2012","South West","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2019-7516-8/07/2020","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-7517-8/07/2020","01",0,"SA","Motor Cars - Sedan","2013","South","Male","071","SA","C ","Full","Not Towing","Right Turn","001","5085",,
"2019-7517-8/07/2020","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-7518-8/07/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2005","North","Male","045","SA","MR","Full","Not Towing","Straight Ahead","003","5158",,
"2019-7518-8/07/2020","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-7519-8/07/2020","01",2,"SA","Motor Cars - Sedan","1996","North East","Male","025","SA","C RD","Learners","Not Towing","Straight Ahead","002","5165",,
"2019-7519-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-7520-8/07/2020","01",0,"SA","Motor Cars - Sedan","2017","North","Male","034","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2019-7520-8/07/2020","02",0,"SA","Utility","1984","North","Male","025","SA","C ","Provisional 2","Trailer","Straight Ahead","001","5162",,
"2019-7521-8/07/2020","01",0,"SA","Motor Cars - Sedan","2003","North East","Female","045","SA","C ","Full","Not Towing","Straight Ahead","003","5032",,
"2019-7521-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-7521-8/07/2020","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2019-7522-8/07/2020","01",0,"SA","Motor Cars - Sedan","1998","South","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5290",,
"2019-7522-8/07/2020","02",0,"SA","Motor Cars - Sedan","2003","South","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5280",,
"2019-7523-8/07/2020","01",0,"SA","Motor Cars - Sedan","2006","North West","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5245",,
"2019-7523-8/07/2020","02",0,"SA","Motor Cars - Sedan","2004","North West","Male","057","SA","C RD","Full","Not Towing","Straight Ahead","001","5244",,
"2019-7523-8/07/2020","03",0,"SA","Motor Cars - Sedan","2015","North West","Female","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5253",,
"2019-7524-8/07/2020","01",0,"SA","Station Wagon","2014","South East","Female","072","SA","C ","Full","Not Towing","Straight Ahead","001","5575",,
"2019-7524-8/07/2020","02",0,"SA","Station Wagon","2006","South West","Female","037","SA","C ","Full","Not Towing","Straight Ahead","001","5580",,
"2019-7525-8/07/2020","01",0,"SA","Motor Cars - Sedan","2017","South West","Male","042","SA","C ","Full","Not Towing","Left Turn","002","5084",,
"2019-7525-8/07/2020","02",0,,"Pedestrian on Road",,"North","Unknown","001",,,,,"Crossing without Control",,"XXXX",,
"2019-7526-8/07/2020","01",0,"QLD","Station Wagon","2006","East","Female","021","SA","C ","Full","Trailer","Straight Ahead","001","5007","Y",
"2019-7526-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-7527-8/07/2020","01",1,"SA","Motor Cars - Sedan","2005","South East","Female","083","SA","C ","Full","Not Towing","Entering Private Driveway","001","5018",,
"2019-7527-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-7528-8/07/2020","01",0,"SA","Motor Cars - Sedan","2018","South West","Male","051","SA","C R ","Full","Not Towing","Parked","001","5153",,
"2019-7528-8/07/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","South West","Male","058","SA","MR","Full","Not Towing","Straight Ahead","001","5154",,
"2019-7529-8/07/2020","01",0,"SA","Motor Cars - Sedan","2001","North West","Male","073","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5211",,
"2019-7529-8/07/2020","02",1,"SA","Motor Cycle","2016","North West","Male","018","SA","C R ","Learners","Not Towing","Straight Ahead","001","5453",,
"2019-7530-8/07/2020","01",0,,"Pedal Cycle",,"South","Female","041",,,,,"Straight Ahead","001","5037",,
